id_torneo_ronda,tourney key,round
US OPEN - 2020 - R16,US OPEN - 2020,R16
US OPEN - 2021 - R16,US OPEN - 2021,R16
US OPEN - 2022 - R16,US OPEN - 2022,R16
US OPEN - 2023 - R16,US OPEN - 2023,R16
US OPEN - 2024 - R16,US OPEN - 2024,R16
ROLAND GARROS - 2000 - R16,ROLAND GARROS - 2000,R16
ROLAND GARROS - 2001 - R16,ROLAND GARROS - 2001,R16
ROLAND GARROS - 2002 - R16,ROLAND GARROS - 2002,R16
ROLAND GARROS - 2003 - R16,ROLAND GARROS - 2003,R16
ROLAND GARROS - 2004 - R16,ROLAND GARROS - 2004,R16
ROLAND GARROS - 2005 - R16,ROLAND GARROS - 2005,R16
ROLAND GARROS - 2006 - R16,ROLAND GARROS - 2006,R16
ROLAND GARROS - 2007 - R16,ROLAND GARROS - 2007,R16
ROLAND GARROS - 2008 - R16,ROLAND GARROS - 2008,R16
ROLAND GARROS - 2009 - R16,ROLAND GARROS - 2009,R16
ROLAND GARROS - 2010 - R16,ROLAND GARROS - 2010,R16
ROLAND GARROS - 2011 - R16,ROLAND GARROS - 2011,R16
ROLAND GARROS - 2012 - R16,ROLAND GARROS - 2012,R16
ROLAND GARROS - 2013 - R16,ROLAND GARROS - 2013,R16
ROLAND GARROS - 2014 - R16,ROLAND GARROS - 2014,R16
ROLAND GARROS - 2015 - R16,ROLAND GARROS - 2015,R16
ROLAND GARROS - 2016 - R16,ROLAND GARROS - 2016,R16
ROLAND GARROS - 2017 - R16,ROLAND GARROS - 2017,R16
ROLAND GARROS - 2018 - R16,ROLAND GARROS - 2018,R16
ROLAND GARROS - 2019 - R16,ROLAND GARROS - 2019,R16
ROLAND GARROS - 2020 - R16,ROLAND GARROS - 2020,R16
ROLAND GARROS - 2021 - R16,ROLAND GARROS - 2021,R16
ROLAND GARROS - 2022 - R16,ROLAND GARROS - 2022,R16
ROLAND GARROS - 2023 - R16,ROLAND GARROS - 2023,R16
ROLAND GARROS - 2024 - R16,ROLAND GARROS - 2024,R16
WIMBLEDON - 2000 - R16,WIMBLEDON - 2000,R16
WIMBLEDON - 2001 - R16,WIMBLEDON - 2001,R16
WIMBLEDON - 2002 - R16,WIMBLEDON - 2002,R16
WIMBLEDON - 2003 - R16,WIMBLEDON - 2003,R16
WIMBLEDON - 2004 - R16,WIMBLEDON - 2004,R16
WIMBLEDON - 2005 - R16,WIMBLEDON - 2005,R16
WIMBLEDON - 2006 - R16,WIMBLEDON - 2006,R16
WIMBLEDON - 2007 - R16,WIMBLEDON - 2007,R16
WIMBLEDON - 2008 - R16,WIMBLEDON - 2008,R16
WIMBLEDON - 2009 - R16,WIMBLEDON - 2009,R16
WIMBLEDON - 2010 - R16,WIMBLEDON - 2010,R16
WIMBLEDON - 2011 - R16,WIMBLEDON - 2011,R16
WIMBLEDON - 2012 - R16,WIMBLEDON - 2012,R16
WIMBLEDON - 2013 - R16,WIMBLEDON - 2013,R16
WIMBLEDON - 2014 - R16,WIMBLEDON - 2014,R16
WIMBLEDON - 2015 - R16,WIMBLEDON - 2015,R16
WIMBLEDON - 2016 - R16,WIMBLEDON - 2016,R16
WIMBLEDON - 2017 - R16,WIMBLEDON - 2017,R16
WIMBLEDON - 2018 - R16,WIMBLEDON - 2018,R16
WIMBLEDON - 2019 - R16,WIMBLEDON - 2019,R16
WIMBLEDON - 2020 - R16,WIMBLEDON - 2020,R16
WIMBLEDON - 2021 - R16,WIMBLEDON - 2021,R16
WIMBLEDON - 2022 - R16,WIMBLEDON - 2022,R16
WIMBLEDON - 2023 - R16,WIMBLEDON - 2023,R16
WIMBLEDON - 2024 - R16,WIMBLEDON - 2024,R16
AUSTRALIAN OPEN - 2000 - R16,AUSTRALIAN OPEN - 2000,R16
AUSTRALIAN OPEN - 2001 - R16,AUSTRALIAN OPEN - 2001,R16
AUSTRALIAN OPEN - 2002 - R16,AUSTRALIAN OPEN - 2002,R16
AUSTRALIAN OPEN - 2003 - R16,AUSTRALIAN OPEN - 2003,R16
AUSTRALIAN OPEN - 2004 - R16,AUSTRALIAN OPEN - 2004,R16
AUSTRALIAN OPEN - 2005 - R16,AUSTRALIAN OPEN - 2005,R16
AUSTRALIAN OPEN - 2006 - R16,AUSTRALIAN OPEN - 2006,R16
AUSTRALIAN OPEN - 2007 - R16,AUSTRALIAN OPEN - 2007,R16
AUSTRALIAN OPEN - 2008 - R16,AUSTRALIAN OPEN - 2008,R16
AUSTRALIAN OPEN - 2009 - R16,AUSTRALIAN OPEN - 2009,R16
AUSTRALIAN OPEN - 2010 - R16,AUSTRALIAN OPEN - 2010,R16
AUSTRALIAN OPEN - 2011 - R16,AUSTRALIAN OPEN - 2011,R16
AUSTRALIAN OPEN - 2012 - R16,AUSTRALIAN OPEN - 2012,R16
AUSTRALIAN OPEN - 2013 - R16,AUSTRALIAN OPEN - 2013,R16
AUSTRALIAN OPEN - 2014 - R16,AUSTRALIAN OPEN - 2014,R16
AUSTRALIAN OPEN - 2015 - R16,AUSTRALIAN OPEN - 2015,R16
AUSTRALIAN OPEN - 2016 - R16,AUSTRALIAN OPEN - 2016,R16
AUSTRALIAN OPEN - 2017 - R16,AUSTRALIAN OPEN - 2017,R16
AUSTRALIAN OPEN - 2018 - R16,AUSTRALIAN OPEN - 2018,R16
AUSTRALIAN OPEN - 2019 - R16,AUSTRALIAN OPEN - 2019,R16
AUSTRALIAN OPEN - 2020 - R16,AUSTRALIAN OPEN - 2020,R16
AUSTRALIAN OPEN - 2021 - R16,AUSTRALIAN OPEN - 2021,R16
AUSTRALIAN OPEN - 2022 - R16,AUSTRALIAN OPEN - 2022,R16
AUSTRALIAN OPEN - 2023 - R16,AUSTRALIAN OPEN - 2023,R16
AUSTRALIAN OPEN - 2024 - R16,AUSTRALIAN OPEN - 2024,R16
US OPEN - 2000 - R32,US OPEN - 2000,R32
US OPEN - 2001 - R32,US OPEN - 2001,R32
US OPEN - 2002 - R32,US OPEN - 2002,R32
US OPEN - 2003 - R32,US OPEN - 2003,R32
US OPEN - 2004 - R32,US OPEN - 2004,R32
US OPEN - 2005 - R32,US OPEN - 2005,R32
US OPEN - 2006 - R32,US OPEN - 2006,R32
US OPEN - 2007 - R32,US OPEN - 2007,R32
US OPEN - 2008 - R32,US OPEN - 2008,R32
US OPEN - 2009 - R32,US OPEN - 2009,R32
US OPEN - 2010 - R32,US OPEN - 2010,R32
US OPEN - 2011 - R32,US OPEN - 2011,R32
US OPEN - 2012 - R32,US OPEN - 2012,R32
US OPEN - 2013 - R32,US OPEN - 2013,R32
US OPEN - 2014 - R32,US OPEN - 2014,R32
US OPEN - 2015 - R32,US OPEN - 2015,R32
US OPEN - 2016 - R32,US OPEN - 2016,R32
US OPEN - 2017 - R32,US OPEN - 2017,R32
US OPEN - 2018 - R32,US OPEN - 2018,R32
US OPEN - 2019 - R32,US OPEN - 2019,R32
US OPEN - 2020 - R32,US OPEN - 2020,R32
US OPEN - 2021 - R32,US OPEN - 2021,R32
US OPEN - 2022 - R32,US OPEN - 2022,R32
US OPEN - 2023 - R32,US OPEN - 2023,R32
US OPEN - 2024 - R32,US OPEN - 2024,R32
ROLAND GARROS - 2000 - R32,ROLAND GARROS - 2000,R32
ROLAND GARROS - 2001 - R32,ROLAND GARROS - 2001,R32
ROLAND GARROS - 2002 - R32,ROLAND GARROS - 2002,R32
ROLAND GARROS - 2003 - R32,ROLAND GARROS - 2003,R32
ROLAND GARROS - 2004 - R32,ROLAND GARROS - 2004,R32
ROLAND GARROS - 2005 - R32,ROLAND GARROS - 2005,R32
ROLAND GARROS - 2006 - R32,ROLAND GARROS - 2006,R32
ROLAND GARROS - 2007 - R32,ROLAND GARROS - 2007,R32
ROLAND GARROS - 2008 - R32,ROLAND GARROS - 2008,R32
ROLAND GARROS - 2009 - R32,ROLAND GARROS - 2009,R32
ROLAND GARROS - 2010 - R32,ROLAND GARROS - 2010,R32
ROLAND GARROS - 2011 - R32,ROLAND GARROS - 2011,R32
ROLAND GARROS - 2012 - R32,ROLAND GARROS - 2012,R32
ROLAND GARROS - 2013 - R32,ROLAND GARROS - 2013,R32
ROLAND GARROS - 2014 - R32,ROLAND GARROS - 2014,R32
ROLAND GARROS - 2015 - R32,ROLAND GARROS - 2015,R32
ROLAND GARROS - 2016 - R32,ROLAND GARROS - 2016,R32
ROLAND GARROS - 2017 - R32,ROLAND GARROS - 2017,R32
ROLAND GARROS - 2018 - R32,ROLAND GARROS - 2018,R32
ROLAND GARROS - 2019 - R32,ROLAND GARROS - 2019,R32
ROLAND GARROS - 2020 - R32,ROLAND GARROS - 2020,R32
ROLAND GARROS - 2021 - R32,ROLAND GARROS - 2021,R32
ROLAND GARROS - 2022 - R32,ROLAND GARROS - 2022,R32
ROLAND GARROS - 2023 - R32,ROLAND GARROS - 2023,R32
ROLAND GARROS - 2024 - R32,ROLAND GARROS - 2024,R32
WIMBLEDON - 2000 - R32,WIMBLEDON - 2000,R32
WIMBLEDON - 2001 - R32,WIMBLEDON - 2001,R32
WIMBLEDON - 2002 - R32,WIMBLEDON - 2002,R32
WIMBLEDON - 2003 - R32,WIMBLEDON - 2003,R32
WIMBLEDON - 2004 - R32,WIMBLEDON - 2004,R32
WIMBLEDON - 2005 - R32,WIMBLEDON - 2005,R32
WIMBLEDON - 2006 - R32,WIMBLEDON - 2006,R32
WIMBLEDON - 2007 - R32,WIMBLEDON - 2007,R32
WIMBLEDON - 2008 - R32,WIMBLEDON - 2008,R32
WIMBLEDON - 2009 - R32,WIMBLEDON - 2009,R32
WIMBLEDON - 2010 - R32,WIMBLEDON - 2010,R32
WIMBLEDON - 2011 - R32,WIMBLEDON - 2011,R32
WIMBLEDON - 2012 - R32,WIMBLEDON - 2012,R32
WIMBLEDON - 2013 - R32,WIMBLEDON - 2013,R32
WIMBLEDON - 2014 - R32,WIMBLEDON - 2014,R32
WIMBLEDON - 2015 - R32,WIMBLEDON - 2015,R32
WIMBLEDON - 2016 - R32,WIMBLEDON - 2016,R32
WIMBLEDON - 2017 - R32,WIMBLEDON - 2017,R32
WIMBLEDON - 2018 - R32,WIMBLEDON - 2018,R32
WIMBLEDON - 2019 - R32,WIMBLEDON - 2019,R32
WIMBLEDON - 2020 - R32,WIMBLEDON - 2020,R32
WIMBLEDON - 2021 - R32,WIMBLEDON - 2021,R32
WIMBLEDON - 2022 - R32,WIMBLEDON - 2022,R32
WIMBLEDON - 2023 - R32,WIMBLEDON - 2023,R32
WIMBLEDON - 2024 - R32,WIMBLEDON - 2024,R32
AUSTRALIAN OPEN - 2000 - R32,AUSTRALIAN OPEN - 2000,R32
AUSTRALIAN OPEN - 2001 - R32,AUSTRALIAN OPEN - 2001,R32
AUSTRALIAN OPEN - 2002 - R32,AUSTRALIAN OPEN - 2002,R32
AUSTRALIAN OPEN - 2003 - R32,AUSTRALIAN OPEN - 2003,R32
AUSTRALIAN OPEN - 2004 - R32,AUSTRALIAN OPEN - 2004,R32
AUSTRALIAN OPEN - 2005 - R32,AUSTRALIAN OPEN - 2005,R32
AUSTRALIAN OPEN - 2006 - R32,AUSTRALIAN OPEN - 2006,R32
AUSTRALIAN OPEN - 2007 - R32,AUSTRALIAN OPEN - 2007,R32
AUSTRALIAN OPEN - 2008 - R32,AUSTRALIAN OPEN - 2008,R32
AUSTRALIAN OPEN - 2009 - R32,AUSTRALIAN OPEN - 2009,R32
AUSTRALIAN OPEN - 2010 - R32,AUSTRALIAN OPEN - 2010,R32
AUSTRALIAN OPEN - 2011 - R32,AUSTRALIAN OPEN - 2011,R32
AUSTRALIAN OPEN - 2012 - R32,AUSTRALIAN OPEN - 2012,R32
AUSTRALIAN OPEN - 2013 - R32,AUSTRALIAN OPEN - 2013,R32
AUSTRALIAN OPEN - 2014 - R32,AUSTRALIAN OPEN - 2014,R32
AUSTRALIAN OPEN - 2015 - R32,AUSTRALIAN OPEN - 2015,R32
AUSTRALIAN OPEN - 2016 - R32,AUSTRALIAN OPEN - 2016,R32
AUSTRALIAN OPEN - 2017 - R32,AUSTRALIAN OPEN - 2017,R32
AUSTRALIAN OPEN - 2018 - R32,AUSTRALIAN OPEN - 2018,R32
AUSTRALIAN OPEN - 2019 - R32,AUSTRALIAN OPEN - 2019,R32
AUSTRALIAN OPEN - 2020 - R32,AUSTRALIAN OPEN - 2020,R32
AUSTRALIAN OPEN - 2021 - R32,AUSTRALIAN OPEN - 2021,R32
AUSTRALIAN OPEN - 2022 - R32,AUSTRALIAN OPEN - 2022,R32
AUSTRALIAN OPEN - 2023 - R32,AUSTRALIAN OPEN - 2023,R32
AUSTRALIAN OPEN - 2024 - R32,AUSTRALIAN OPEN - 2024,R32
US OPEN - 2000 - R64,US OPEN - 2000,R64
US OPEN - 2001 - R64,US OPEN - 2001,R64
US OPEN - 2002 - R64,US OPEN - 2002,R64
US OPEN - 2003 - R64,US OPEN - 2003,R64
US OPEN - 2004 - R64,US OPEN - 2004,R64
US OPEN - 2005 - R64,US OPEN - 2005,R64
US OPEN - 2006 - R64,US OPEN - 2006,R64
US OPEN - 2007 - R64,US OPEN - 2007,R64
US OPEN - 2008 - R64,US OPEN - 2008,R64
US OPEN - 2009 - R64,US OPEN - 2009,R64
US OPEN - 2010 - R64,US OPEN - 2010,R64
US OPEN - 2011 - R64,US OPEN - 2011,R64
US OPEN - 2012 - R64,US OPEN - 2012,R64
US OPEN - 2013 - R64,US OPEN - 2013,R64
US OPEN - 2014 - R64,US OPEN - 2014,R64
US OPEN - 2015 - R64,US OPEN - 2015,R64
US OPEN - 2016 - R64,US OPEN - 2016,R64
US OPEN - 2017 - R64,US OPEN - 2017,R64
US OPEN - 2018 - R64,US OPEN - 2018,R64
US OPEN - 2019 - R64,US OPEN - 2019,R64
US OPEN - 2020 - R64,US OPEN - 2020,R64
US OPEN - 2021 - R64,US OPEN - 2021,R64
US OPEN - 2022 - R64,US OPEN - 2022,R64
US OPEN - 2023 - R64,US OPEN - 2023,R64
US OPEN - 2024 - R64,US OPEN - 2024,R64
ROLAND GARROS - 2000 - R64,ROLAND GARROS - 2000,R64
ROLAND GARROS - 2001 - R64,ROLAND GARROS - 2001,R64
ROLAND GARROS - 2002 - R64,ROLAND GARROS - 2002,R64
ROLAND GARROS - 2003 - R64,ROLAND GARROS - 2003,R64
ROLAND GARROS - 2004 - R64,ROLAND GARROS - 2004,R64
ROLAND GARROS - 2005 - R64,ROLAND GARROS - 2005,R64
ROLAND GARROS - 2006 - R64,ROLAND GARROS - 2006,R64
ROLAND GARROS - 2007 - R64,ROLAND GARROS - 2007,R64
ROLAND GARROS - 2008 - R64,ROLAND GARROS - 2008,R64
ROLAND GARROS - 2009 - R64,ROLAND GARROS - 2009,R64
ROLAND GARROS - 2010 - R64,ROLAND GARROS - 2010,R64
ROLAND GARROS - 2011 - R64,ROLAND GARROS - 2011,R64
ROLAND GARROS - 2012 - R64,ROLAND GARROS - 2012,R64
ROLAND GARROS - 2013 - R64,ROLAND GARROS - 2013,R64
ROLAND GARROS - 2014 - R64,ROLAND GARROS - 2014,R64
ROLAND GARROS - 2015 - R64,ROLAND GARROS - 2015,R64
ROLAND GARROS - 2016 - R64,ROLAND GARROS - 2016,R64
ROLAND GARROS - 2017 - R64,ROLAND GARROS - 2017,R64
ROLAND GARROS - 2018 - R64,ROLAND GARROS - 2018,R64
ROLAND GARROS - 2019 - R64,ROLAND GARROS - 2019,R64
ROLAND GARROS - 2020 - R64,ROLAND GARROS - 2020,R64
ROLAND GARROS - 2021 - R64,ROLAND GARROS - 2021,R64
ROLAND GARROS - 2022 - R64,ROLAND GARROS - 2022,R64
ROLAND GARROS - 2023 - R64,ROLAND GARROS - 2023,R64
ROLAND GARROS - 2024 - R64,ROLAND GARROS - 2024,R64
WIMBLEDON - 2000 - R64,WIMBLEDON - 2000,R64
WIMBLEDON - 2001 - R64,WIMBLEDON - 2001,R64
WIMBLEDON - 2002 - R64,WIMBLEDON - 2002,R64
WIMBLEDON - 2003 - R64,WIMBLEDON - 2003,R64
WIMBLEDON - 2004 - R64,WIMBLEDON - 2004,R64
WIMBLEDON - 2005 - R64,WIMBLEDON - 2005,R64
WIMBLEDON - 2006 - R64,WIMBLEDON - 2006,R64
WIMBLEDON - 2007 - R64,WIMBLEDON - 2007,R64
WIMBLEDON - 2008 - R64,WIMBLEDON - 2008,R64
WIMBLEDON - 2009 - R64,WIMBLEDON - 2009,R64
WIMBLEDON - 2010 - R64,WIMBLEDON - 2010,R64
WIMBLEDON - 2011 - R64,WIMBLEDON - 2011,R64
WIMBLEDON - 2012 - R64,WIMBLEDON - 2012,R64
WIMBLEDON - 2013 - R64,WIMBLEDON - 2013,R64
WIMBLEDON - 2014 - R64,WIMBLEDON - 2014,R64
WIMBLEDON - 2015 - R64,WIMBLEDON - 2015,R64
WIMBLEDON - 2016 - R64,WIMBLEDON - 2016,R64
WIMBLEDON - 2017 - R64,WIMBLEDON - 2017,R64
WIMBLEDON - 2018 - R64,WIMBLEDON - 2018,R64
WIMBLEDON - 2019 - R64,WIMBLEDON - 2019,R64
WIMBLEDON - 2020 - R64,WIMBLEDON - 2020,R64
WIMBLEDON - 2021 - R64,WIMBLEDON - 2021,R64
WIMBLEDON - 2022 - R64,WIMBLEDON - 2022,R64
WIMBLEDON - 2023 - R64,WIMBLEDON - 2023,R64
WIMBLEDON - 2024 - R64,WIMBLEDON - 2024,R64
AUSTRALIAN OPEN - 2000 - R64,AUSTRALIAN OPEN - 2000,R64
AUSTRALIAN OPEN - 2001 - R64,AUSTRALIAN OPEN - 2001,R64
AUSTRALIAN OPEN - 2002 - R64,AUSTRALIAN OPEN - 2002,R64
AUSTRALIAN OPEN - 2003 - R64,AUSTRALIAN OPEN - 2003,R64
AUSTRALIAN OPEN - 2004 - R64,AUSTRALIAN OPEN - 2004,R64
AUSTRALIAN OPEN - 2005 - R64,AUSTRALIAN OPEN - 2005,R64
AUSTRALIAN OPEN - 2006 - R64,AUSTRALIAN OPEN - 2006,R64
AUSTRALIAN OPEN - 2007 - R64,AUSTRALIAN OPEN - 2007,R64
AUSTRALIAN OPEN - 2008 - R64,AUSTRALIAN OPEN - 2008,R64
AUSTRALIAN OPEN - 2009 - R64,AUSTRALIAN OPEN - 2009,R64
AUSTRALIAN OPEN - 2010 - R64,AUSTRALIAN OPEN - 2010,R64
AUSTRALIAN OPEN - 2011 - R64,AUSTRALIAN OPEN - 2011,R64
AUSTRALIAN OPEN - 2012 - R64,AUSTRALIAN OPEN - 2012,R64
AUSTRALIAN OPEN - 2013 - R64,AUSTRALIAN OPEN - 2013,R64
AUSTRALIAN OPEN - 2014 - R64,AUSTRALIAN OPEN - 2014,R64
AUSTRALIAN OPEN - 2015 - R64,AUSTRALIAN OPEN - 2015,R64
AUSTRALIAN OPEN - 2016 - R64,AUSTRALIAN OPEN - 2016,R64
AUSTRALIAN OPEN - 2017 - R64,AUSTRALIAN OPEN - 2017,R64
AUSTRALIAN OPEN - 2018 - R64,AUSTRALIAN OPEN - 2018,R64
AUSTRALIAN OPEN - 2019 - R64,AUSTRALIAN OPEN - 2019,R64
AUSTRALIAN OPEN - 2020 - R64,AUSTRALIAN OPEN - 2020,R64
AUSTRALIAN OPEN - 2021 - R64,AUSTRALIAN OPEN - 2021,R64
AUSTRALIAN OPEN - 2022 - R64,AUSTRALIAN OPEN - 2022,R64
AUSTRALIAN OPEN - 2023 - R64,AUSTRALIAN OPEN - 2023,R64
AUSTRALIAN OPEN - 2024 - R64,AUSTRALIAN OPEN - 2024,R64
US OPEN - 2000 - R128,US OPEN - 2000,R128
US OPEN - 2001 - R128,US OPEN - 2001,R128
US OPEN - 2002 - R128,US OPEN - 2002,R128
US OPEN - 2003 - R128,US OPEN - 2003,R128
US OPEN - 2004 - R128,US OPEN - 2004,R128
US OPEN - 2005 - R128,US OPEN - 2005,R128
US OPEN - 2006 - R128,US OPEN - 2006,R128
US OPEN - 2007 - R128,US OPEN - 2007,R128
US OPEN - 2008 - R128,US OPEN - 2008,R128
US OPEN - 2009 - R128,US OPEN - 2009,R128
US OPEN - 2010 - R128,US OPEN - 2010,R128
US OPEN - 2011 - R128,US OPEN - 2011,R128
US OPEN - 2012 - R128,US OPEN - 2012,R128
US OPEN - 2013 - R128,US OPEN - 2013,R128
US OPEN - 2014 - R128,US OPEN - 2014,R128
US OPEN - 2015 - R128,US OPEN - 2015,R128
US OPEN - 2016 - R128,US OPEN - 2016,R128
US OPEN - 2017 - R128,US OPEN - 2017,R128
US OPEN - 2018 - R128,US OPEN - 2018,R128
US OPEN - 2019 - R128,US OPEN - 2019,R128
US OPEN - 2020 - R128,US OPEN - 2020,R128
US OPEN - 2021 - R128,US OPEN - 2021,R128
US OPEN - 2022 - R128,US OPEN - 2022,R128
US OPEN - 2023 - R128,US OPEN - 2023,R128
US OPEN - 2024 - R128,US OPEN - 2024,R128
ROLAND GARROS - 2000 - R128,ROLAND GARROS - 2000,R128
ROLAND GARROS - 2001 - R128,ROLAND GARROS - 2001,R128
ROLAND GARROS - 2002 - R128,ROLAND GARROS - 2002,R128
ROLAND GARROS - 2003 - R128,ROLAND GARROS - 2003,R128
ROLAND GARROS - 2004 - R128,ROLAND GARROS - 2004,R128
ROLAND GARROS - 2005 - R128,ROLAND GARROS - 2005,R128
ROLAND GARROS - 2006 - R128,ROLAND GARROS - 2006,R128
ROLAND GARROS - 2007 - R128,ROLAND GARROS - 2007,R128
ROLAND GARROS - 2008 - R128,ROLAND GARROS - 2008,R128
ROLAND GARROS - 2009 - R128,ROLAND GARROS - 2009,R128
ROLAND GARROS - 2010 - R128,ROLAND GARROS - 2010,R128
ROLAND GARROS - 2011 - R128,ROLAND GARROS - 2011,R128
ROLAND GARROS - 2012 - R128,ROLAND GARROS - 2012,R128
ROLAND GARROS - 2013 - R128,ROLAND GARROS - 2013,R128
ROLAND GARROS - 2014 - R128,ROLAND GARROS - 2014,R128
ROLAND GARROS - 2015 - R128,ROLAND GARROS - 2015,R128
ROLAND GARROS - 2016 - R128,ROLAND GARROS - 2016,R128
ROLAND GARROS - 2017 - R128,ROLAND GARROS - 2017,R128
ROLAND GARROS - 2018 - R128,ROLAND GARROS - 2018,R128
ROLAND GARROS - 2019 - R128,ROLAND GARROS - 2019,R128
ROLAND GARROS - 2020 - R128,ROLAND GARROS - 2020,R128
ROLAND GARROS - 2021 - R128,ROLAND GARROS - 2021,R128
ROLAND GARROS - 2022 - R128,ROLAND GARROS - 2022,R128
ROLAND GARROS - 2023 - R128,ROLAND GARROS - 2023,R128
ROLAND GARROS - 2024 - R128,ROLAND GARROS - 2024,R128
WIMBLEDON - 2000 - R128,WIMBLEDON - 2000,R128
WIMBLEDON - 2001 - R128,WIMBLEDON - 2001,R128
WIMBLEDON - 2002 - R128,WIMBLEDON - 2002,R128
WIMBLEDON - 2003 - R128,WIMBLEDON - 2003,R128
WIMBLEDON - 2004 - R128,WIMBLEDON - 2004,R128
WIMBLEDON - 2005 - R128,WIMBLEDON - 2005,R128
WIMBLEDON - 2006 - R128,WIMBLEDON - 2006,R128
WIMBLEDON - 2007 - R128,WIMBLEDON - 2007,R128
WIMBLEDON - 2008 - R128,WIMBLEDON - 2008,R128
WIMBLEDON - 2009 - R128,WIMBLEDON - 2009,R128
WIMBLEDON - 2010 - R128,WIMBLEDON - 2010,R128
WIMBLEDON - 2011 - R128,WIMBLEDON - 2011,R128
WIMBLEDON - 2012 - R128,WIMBLEDON - 2012,R128
WIMBLEDON - 2013 - R128,WIMBLEDON - 2013,R128
WIMBLEDON - 2014 - R128,WIMBLEDON - 2014,R128
WIMBLEDON - 2015 - R128,WIMBLEDON - 2015,R128
WIMBLEDON - 2016 - R128,WIMBLEDON - 2016,R128
WIMBLEDON - 2017 - R128,WIMBLEDON - 2017,R128
WIMBLEDON - 2018 - R128,WIMBLEDON - 2018,R128
WIMBLEDON - 2019 - R128,WIMBLEDON - 2019,R128
WIMBLEDON - 2020 - R128,WIMBLEDON - 2020,R128
WIMBLEDON - 2021 - R128,WIMBLEDON - 2021,R128
WIMBLEDON - 2022 - R128,WIMBLEDON - 2022,R128
WIMBLEDON - 2023 - R128,WIMBLEDON - 2023,R128
WIMBLEDON - 2024 - R128,WIMBLEDON - 2024,R128
AUSTRALIAN OPEN - 2000 - R128,AUSTRALIAN OPEN - 2000,R128
AUSTRALIAN OPEN - 2001 - R128,AUSTRALIAN OPEN - 2001,R128
AUSTRALIAN OPEN - 2002 - R128,AUSTRALIAN OPEN - 2002,R128
AUSTRALIAN OPEN - 2003 - R128,AUSTRALIAN OPEN - 2003,R128
AUSTRALIAN OPEN - 2004 - R128,AUSTRALIAN OPEN - 2004,R128
AUSTRALIAN OPEN - 2005 - R128,AUSTRALIAN OPEN - 2005,R128
AUSTRALIAN OPEN - 2006 - R128,AUSTRALIAN OPEN - 2006,R128
AUSTRALIAN OPEN - 2007 - R128,AUSTRALIAN OPEN - 2007,R128
AUSTRALIAN OPEN - 2008 - R128,AUSTRALIAN OPEN - 2008,R128
AUSTRALIAN OPEN - 2009 - R128,AUSTRALIAN OPEN - 2009,R128
AUSTRALIAN OPEN - 2010 - R128,AUSTRALIAN OPEN - 2010,R128
AUSTRALIAN OPEN - 2011 - R128,AUSTRALIAN OPEN - 2011,R128
AUSTRALIAN OPEN - 2012 - R128,AUSTRALIAN OPEN - 2012,R128
AUSTRALIAN OPEN - 2013 - R128,AUSTRALIAN OPEN - 2013,R128
AUSTRALIAN OPEN - 2014 - R128,AUSTRALIAN OPEN - 2014,R128
AUSTRALIAN OPEN - 2015 - R128,AUSTRALIAN OPEN - 2015,R128
AUSTRALIAN OPEN - 2016 - R128,AUSTRALIAN OPEN - 2016,R128
AUSTRALIAN OPEN - 2017 - R128,AUSTRALIAN OPEN - 2017,R128
AUSTRALIAN OPEN - 2018 - R128,AUSTRALIAN OPEN - 2018,R128
AUSTRALIAN OPEN - 2019 - R128,AUSTRALIAN OPEN - 2019,R128
AUSTRALIAN OPEN - 2020 - R128,AUSTRALIAN OPEN - 2020,R128
AUSTRALIAN OPEN - 2021 - R128,AUSTRALIAN OPEN - 2021,R128
AUSTRALIAN OPEN - 2022 - R128,AUSTRALIAN OPEN - 2022,R128
AUSTRALIAN OPEN - 2023 - R128,AUSTRALIAN OPEN - 2023,R128
AUSTRALIAN OPEN - 2024 - R128,AUSTRALIAN OPEN - 2024,R128
US OPEN - 2000 - Q3,US OPEN - 2000,Q3
US OPEN - 2001 - Q3,US OPEN - 2001,Q3
US OPEN - 2002 - Q3,US OPEN - 2002,Q3
US OPEN - 2003 - Q3,US OPEN - 2003,Q3
US OPEN - 2004 - Q3,US OPEN - 2004,Q3
US OPEN - 2005 - Q3,US OPEN - 2005,Q3
US OPEN - 2006 - Q3,US OPEN - 2006,Q3
US OPEN - 2007 - Q3,US OPEN - 2007,Q3
US OPEN - 2008 - Q3,US OPEN - 2008,Q3
US OPEN - 2009 - Q3,US OPEN - 2009,Q3
US OPEN - 2010 - Q3,US OPEN - 2010,Q3
US OPEN - 2011 - Q3,US OPEN - 2011,Q3
US OPEN - 2012 - Q3,US OPEN - 2012,Q3
US OPEN - 2013 - Q3,US OPEN - 2013,Q3
US OPEN - 2014 - Q3,US OPEN - 2014,Q3
US OPEN - 2015 - Q3,US OPEN - 2015,Q3
US OPEN - 2016 - Q3,US OPEN - 2016,Q3
US OPEN - 2017 - Q3,US OPEN - 2017,Q3
US OPEN - 2018 - Q3,US OPEN - 2018,Q3
US OPEN - 2019 - Q3,US OPEN - 2019,Q3
US OPEN - 2020 - Q3,US OPEN - 2020,Q3
US OPEN - 2021 - Q3,US OPEN - 2021,Q3
US OPEN - 2022 - Q3,US OPEN - 2022,Q3
US OPEN - 2023 - Q3,US OPEN - 2023,Q3
