ioc,full_name,tourney_date,winner_id,winner_age,score,round,minutes,tourney_key,year,premio €,tourney_name,tourney_year_from_key
BLR,Aryna Sabalenka,20190114,214544,20.6,6-3 6-4,R64,73.0,australian open-2019,2019,176426.34221542426,australian open,2019
BLR,Aryna Sabalenka,20200831,214544,22.3,7-6(1) 6-4,R128,90.0,us open-2020,2020,99499.16421923284,us open,2020
BLR,Aryna Sabalenka,20200928,214544,22.4,6-3 6-1,R128,73.0,roland garros-2020,2020,70553.95281000146,roland garros,2020
BLR,Aryna Sabalenka,20200928,214544,22.4,7-6(6) 6-0,R64,89.0,roland garros-2020,2020,105830.92921500218,roland garros,2020
BLR,Aryna Sabalenka,20210208,214544,22.7,6-0 6-4,R128,63.0,australian open-2021,2021,122431.73158848162,australian open,2021
BLR,Aryna Sabalenka,20210208,214544,22.7,7-6(5) 6-3,R64,89.0,australian open-2021,2021,185502.62361891157,australian open,2021
BLR,Aryna Sabalenka,20210208,214544,22.7,6-3 6-1,R32,60.0,australian open-2021,2021,268978.80424742174,australian open,2021
BLR,Aryna Sabalenka,20210531,214544,23.0,6-4 6-3,R128,75.0,roland garros-2021,2021,72346.0232113755,roland garros,2021
BLR,Aryna Sabalenka,20210531,214544,23.0,7-5 6-3,R64,89.0,roland garros-2021,2021,108519.03481706326,roland garros,2021
BLR,Aryna Sabalenka,20210628,214544,23.1,6-1 6-4,R128,76.0,wimbledon-2021,2021,61215.86579424081,wimbledon,2021
BLR,Aryna Sabalenka,20210628,214544,23.1,4-6 6-3 6-3,R64,126.0,wimbledon-2021,2021,91823.79869136124,wimbledon,2021
BLR,Aryna Sabalenka,20210628,214544,23.1,6-0 6-3,R32,75.0,wimbledon-2021,2021,140981.9939503728,wimbledon,2021
BLR,Aryna Sabalenka,20210628,214544,23.1,6-3 4-6 6-3,R16,109.0,wimbledon-2021,2021,222603.14834269384,wimbledon,2021
BLR,Aryna Sabalenka,20210628,214544,23.1,6-4 6-3,QF,74.0,wimbledon-2021,2021,371005.2472378231,wimbledon,2021
BLR,Aryna Sabalenka,20210830,214544,23.3,6-4 6-7(4) 6-0,R128,144.0,us open-2021,2021,102026.44299040137,us open,2021
BLR,Aryna Sabalenka,20210830,214544,23.3,6-3 6-1,R64,59.0,us open-2021,2021,142837.0201865619,us open,2021
BLR,Aryna Sabalenka,20210830,214544,23.3,6-3 6-3,R32,89.0,us open-2021,2021,219820.60898841015,us open,2021
BLR,Aryna Sabalenka,20210830,214544,23.3,6-4 6-1,R16,71.0,us open-2021,2021,371005.2472378231,us open,2021
BLR,Aryna Sabalenka,20210830,214544,23.3,6-1 6-4,QF,86.0,us open-2021,2021,612158.6579424081,us open,2021
BLR,Aryna Sabalenka,20220117,214544,23.7,5-7 6-3 6-2,R128,122.0,australian open-2022,2022,125541.49757082907,australian open,2022
BLR,Aryna Sabalenka,20220117,214544,23.7,1-6 6-4 6-2,R64,115.0,australian open-2022,2022,190214.39025883196,australian open,2022
BLR,Aryna Sabalenka,20220117,214544,23.7,4-6 6-3 6-1,R32,109.0,australian open-2022,2022,275810.8658753063,australian open,2022
BLR,Aryna Sabalenka,20220523,214544,24.0,2-6 6-3 6-4,R128,,roland garros-2022,2022,74183.61220094445,roland garros,2022
BLR,Aryna Sabalenka,20220523,214544,24.0,6-1 6-3,R64,,roland garros-2022,2022,111275.41830141668,roland garros,2022
BLR,Aryna Sabalenka,20220829,214544,24.3,6-1 6-3,R128,88.0,us open-2022,2022,104617.91464235756,us open,2022
BLR,Aryna Sabalenka,20220829,214544,24.3,2-6 7-6(8) 6-4,R64,135.0,us open-2022,2022,146465.0804993006,us open,2022
BLR,Aryna Sabalenka,20220829,214544,24.3,6-0 6-2,R32,68.0,us open-2022,2022,225404.05245671584,us open,2022
BLR,Aryna Sabalenka,20220829,214544,24.3,3-6 6-3 6-2,R16,149.0,us open-2022,2022,380428.7805176639,us open,2022
BLR,Aryna Sabalenka,20220829,214544,24.3,6-1 7-6(4),QF,82.0,us open-2022,2022,627707.4878541454,us open,2022
BLR,Aryna Sabalenka,20230116,214544,24.7,6-1 6-4,R128,69.0,australian open-2023,2023,128730.25160912811,australian open,2023
BLR,Aryna Sabalenka,20230116,214544,24.7,6-3 6-1,R64,87.0,australian open-2023,2023,195045.83577140627,australian open,2023
BLR,Aryna Sabalenka,20230116,214544,24.7,6-2 6-3,R32,74.0,australian open-2023,2023,282816.4618685391,australian open,2023
BLR,Aryna Sabalenka,20230116,214544,24.7,7-5 6-2,R16,87.0,australian open-2023,2023,409596.25511995313,australian open,2023
BLR,Aryna Sabalenka,20230116,214544,24.7,6-3 6-2,QF,109.0,australian open-2023,2023,648527.4039399258,australian open,2023
BLR,Aryna Sabalenka,20230116,214544,24.7,7-6(1) 6-2,SF,93.0,australian open-2023,2023,1072752.0967427343,australian open,2023
BLR,Aryna Sabalenka,20230116,214544,24.7,4-6 6-3 6-4,F,148.0,australian open-2023,2023,1852935.4398283595,australian open,2023
BLR,Aryna Sabalenka,20230529,214544,25.0,6-3 6-2,R128,71.0,roland garros-2023,2023,76067.87595084844,roland garros,2023
BLR,Aryna Sabalenka,20230529,214544,25.0,7-5 6-2,R64,88.0,roland garros-2023,2023,114101.81392627266,roland garros,2023
BLR,Aryna Sabalenka,20230529,214544,25.0,6-2 6-2,R32,67.0,roland garros-2023,2023,163838.50204798125,roland garros,2023
BLR,Aryna Sabalenka,20230529,214544,25.0,7-6(5) 6-4,R16,102.0,roland garros-2023,2023,258435.7323971133,roland garros,2023
BLR,Aryna Sabalenka,20230529,214544,25.0,6-4 6-4,QF,97.0,roland garros-2023,2023,429100.8386970938,roland garros,2023
BLR,Aryna Sabalenka,20230703,214544,25.1,6-3 6-1,R128,62.0,wimbledon-2023,2023,64365.125804564064,wimbledon,2023
BLR,Aryna Sabalenka,20230703,214544,25.1,2-6 7-5 6-2,R64,118.0,wimbledon-2023,2023,96547.68870684612,wimbledon,2023
BLR,Aryna Sabalenka,20230703,214544,25.1,6-2 6-3,R32,81.0,wimbledon-2023,2023,148234.83518626876,wimbledon,2023
BLR,Aryna Sabalenka,20230703,214544,25.1,6-4 6-0,R16,71.0,wimbledon-2023,2023,234055.00292568756,wimbledon,2023
BLR,Aryna Sabalenka,20230703,214544,25.1,6-2 6-4,QF,87.0,wimbledon-2023,2023,390091.67154281255,wimbledon,2023
BLR,Aryna Sabalenka,20230828,214544,25.3,6-3 6-2,R128,78.0,us open-2023,2023,107275.20967427344,us open,2023
BLR,Aryna Sabalenka,20230828,214544,25.3,6-3 6-2,R64,74.0,us open-2023,2023,150185.2935439828,us open,2023
BLR,Aryna Sabalenka,20230828,214544,25.3,6-1 6-1,R32,60.0,us open-2023,2023,231129.3153891164,us open,2023
BLR,Aryna Sabalenka,20230828,214544,25.3,6-1 6-3,R16,75.0,us open-2023,2023,390091.67154281255,us open,2023
BLR,Aryna Sabalenka,20230828,214544,25.3,6-1 6-4,QF,73.0,us open-2023,2023,643651.2580456407,us open,2023
BLR,Aryna Sabalenka,20230828,214544,25.3,0-6 7-6(1) 7-6(5),SF,152.0,us open-2023,2023,1228788.7653598594,us open,2023
BLR,Aryna Sabalenka,20240115,214544,25.6,6-0 6-1,R128,53.0,australian open-2024,2024,132000.0,australian open,2024
BLR,Aryna Sabalenka,20240115,214544,25.6,6-3 6-2,R64,67.0,australian open-2024,2024,200000.0,australian open,2024
BLR,Aryna Sabalenka,20240115,214544,25.6,6-0 6-0,R32,52.0,australian open-2024,2024,290000.0,australian open,2024
BLR,Aryna Sabalenka,20240115,214544,25.6,6-3 6-2,R16,70.0,australian open-2024,2024,420000.0,australian open,2024
BLR,Aryna Sabalenka,20240115,214544,25.6,6-2 6-3,QF,71.0,australian open-2024,2024,665000.0,australian open,2024
BLR,Aryna Sabalenka,20240115,214544,25.6,7-6(2) 6-4,SF,102.0,australian open-2024,2024,1100000.0,australian open,2024
BLR,Aryna Sabalenka,20240115,214544,25.6,6-3 6-2,F,76.0,australian open-2024,2024,1900000.0,australian open,2024
BLR,Aryna Sabalenka,20240527,214544,26.0,6-1 6-2,R128,,roland garros-2024,2024,78000.0,roland garros,2024
BLR,Aryna Sabalenka,20240527,214544,26.0,6-2 6-2,R64,,roland garros-2024,2024,117000.0,roland garros,2024
BLR,Aryna Sabalenka,20240527,214544,26.0,7-5 6-1,R32,,roland garros-2024,2024,168000.0,roland garros,2024
BLR,Aryna Sabalenka,20240527,214544,26.0,6-2 6-3,R16,,roland garros-2024,2024,265000.0,roland garros,2024
BLR,Aryna Sabalenka,20240826,214544,26.3,6-3 6-3,R128,79.0,us open-2024,2024,110000.0,us open,2024
BLR,Aryna Sabalenka,20240826,214544,26.3,6-3 6-1,R64,61.0,us open-2024,2024,154000.0,us open,2024
BLR,Aryna Sabalenka,20240826,214544,26.3,2-6 6-1 6-2,R32,100.0,us open-2024,2024,237000.0,us open,2024
BLR,Aryna Sabalenka,20240826,214544,26.3,6-2 6-4,R16,97.0,us open-2024,2024,400000.0,us open,2024
BLR,Aryna Sabalenka,20240826,214544,26.3,6-1 6-2,QF,73.0,us open-2024,2024,660000.0,us open,2024
BLR,Aryna Sabalenka,20240826,214544,26.3,6-3 7-6(2),SF,90.0,us open-2024,2024,1260000.0,us open,2024
BLR,Aryna Sabalenka,20240826,214544,26.3,7-5 7-5,F,113.0,us open-2024,2024,2500000.0,us open,2024
USA,Amanda Anisimova,20190527,216153,17.7,6-3 6-1,R128,56.0,roland garros-2019,2019,68806.27346401547,roland garros,2019
USA,Amanda Anisimova,20190527,216153,17.7,6-4 6-2,R64,74.0,roland garros-2019,2019,103209.4101960232,roland garros,2019
USA,Amanda Anisimova,20190527,216153,17.7,7-6(6) 6-4,R32,101.0,roland garros-2019,2019,148198.12746095637,roland garros,2019
USA,Amanda Anisimova,20190527,216153,17.7,6-3 6-0,R16,69.0,roland garros-2019,2019,233764.90343543715,roland garros,2019
USA,Amanda Anisimova,20190527,216153,17.7,6-2 6-4,QF,68.0,roland garros-2019,2019,388137.95287393336,roland garros,2019
USA,Amanda Anisimova,20190701,216153,17.8,6-3 6-3,R128,86.0,wimbledon-2019,2019,58220.69293109001,wimbledon,2019
USA,Amanda Anisimova,20190114,216153,17.3,7-6(3) 6-4,R128,98.0,australian open-2019,2019,116441.38586218002,australian open,2019
USA,Amanda Anisimova,20190114,216153,17.3,6-0 6-2,R64,54.0,australian open-2019,2019,176426.34221542426,australian open,2019
USA,Amanda Anisimova,20190114,216153,17.3,6-3 6-2,R32,65.0,australian open-2019,2019,255818.1962123652,australian open,2019
USA,Amanda Anisimova,20200831,216153,19.0,7-5 7-5,R128,87.0,us open-2020,2020,99499.16421923284,us open,2020
USA,Amanda Anisimova,20200831,216153,19.0,4-6 6-4 6-1,R64,116.0,us open-2020,2020,139298.82990692597,us open,2020
USA,Amanda Anisimova,20200928,216153,19.0,6-2 6-0,R128,59.0,roland garros-2020,2020,70553.95281000146,roland garros,2020
USA,Amanda Anisimova,20200928,216153,19.0,6-2 6-0,R64,57.0,roland garros-2020,2020,105830.92921500218,roland garros,2020
USA,Amanda Anisimova,20210830,216153,19.9,7-5 6-2,R128,66.0,us open-2021,2021,102026.44299040137,us open,2021
USA,Amanda Anisimova,20220117,216153,20.3,2-6 6-4 6-3,R128,104.0,australian open-2022,2022,125541.49757082907,australian open,2022
USA,Amanda Anisimova,20220117,216153,20.3,6-2 7-5,R64,88.0,australian open-2022,2022,190214.39025883196,australian open,2022
USA,Amanda Anisimova,20220117,216153,20.3,4-6 6-3 7-6(5),R32,135.0,australian open-2022,2022,275810.8658753063,australian open,2022
USA,Amanda Anisimova,20220523,216153,20.7,7-5 6-4,R128,,roland garros-2022,2022,74183.61220094445,roland garros,2022
USA,Amanda Anisimova,20220523,216153,20.7,6-4 6-1,R64,,roland garros-2022,2022,111275.41830141668,roland garros,2022
USA,Amanda Anisimova,20220523,216153,20.7,6-7(7) 6-2 3-0 RET,R32,,roland garros-2022,2022,159780.08781741883,roland garros,2022
USA,Amanda Anisimova,20220627,216153,20.8,6-3 6-4,R128,65.0,wimbledon-2022,2022,62770.74878541454,wimbledon,2022
USA,Amanda Anisimova,20220627,216153,20.8,2-6 6-3 6-4,R64,97.0,wimbledon-2022,2022,94156.1231781218,wimbledon,2022
USA,Amanda Anisimova,20220627,216153,20.8,6-7(4) 6-2 6-1,R32,127.0,wimbledon-2022,2022,144562.93659671227,wimbledon,2022
USA,Amanda Anisimova,20220627,216153,20.8,6-2 6-3,R16,74.0,wimbledon-2022,2022,228257.26831059836,wimbledon,2022
USA,Amanda Anisimova,20240115,216153,22.3,6-3 6-4,R128,84.0,australian open-2024,2024,132000.0,australian open,2024
USA,Amanda Anisimova,20240115,216153,22.3,6-2 6-3,R64,64.0,australian open-2024,2024,200000.0,australian open,2024
USA,Amanda Anisimova,20240115,216153,22.3,7-5 6-4,R32,88.0,australian open-2024,2024,290000.0,australian open,2024
USA,Amanda Anisimova,20240527,216153,22.7,7-6(6) 6-4,R128,,roland garros-2024,2024,78000.0,roland garros,2024
POL,Iga Swiatek,20190527,216347,17.9,6-3 6-0,R128,59.0,roland garros-2019,2019,68806.27346401547,roland garros,2019
POL,Iga Swiatek,20190527,216347,17.9,6-3 6-0,R64,53.0,roland garros-2019,2019,103209.4101960232,roland garros,2019
POL,Iga Swiatek,20190527,216347,17.9,0-6 6-3 6-3,R32,108.0,roland garros-2019,2019,148198.12746095637,roland garros,2019
POL,Iga Swiatek,20190826,216347,18.2,6-0 6-1,R128,51.0,us open-2019,2019,97034.48821848334,us open,2019
POL,Iga Swiatek,20190114,216347,17.6,6-3 3-6 6-4,R128,122.0,australian open-2019,2019,116441.38586218002,australian open,2019
POL,Iga Swiatek,20200120,216347,18.6,6-3 6-2,R128,67.0,australian open-2020,2020,119398.99706307938,australian open,2020
POL,Iga Swiatek,20200120,216347,18.6,6-3 7-5,R64,88.0,australian open-2020,2020,180907.57130769605,australian open,2020
POL,Iga Swiatek,20200120,216347,18.6,7-5 6-3,R32,104.0,australian open-2020,2020,262315.97839615925,australian open,2020
POL,Iga Swiatek,20200831,216347,19.2,6-3 6-3,R128,92.0,us open-2020,2020,99499.16421923284,us open,2020
POL,Iga Swiatek,20200831,216347,19.2,6-7(5) 6-3 6-4,R64,148.0,us open-2020,2020,139298.82990692597,us open,2020
POL,Iga Swiatek,20200928,216347,19.3,6-1 6-2,R128,63.0,roland garros-2020,2020,70553.95281000146,roland garros,2020
POL,Iga Swiatek,20200928,216347,19.3,6-1 6-4,R64,67.0,roland garros-2020,2020,105830.92921500218,roland garros,2020
POL,Iga Swiatek,20200928,216347,19.3,6-3 6-2,R32,74.0,roland garros-2020,2020,151962.35989846467,roland garros,2020
POL,Iga Swiatek,20200928,216347,19.3,6-1 6-2,R16,68.0,roland garros-2020,2020,239702.53198269728,roland garros,2020
POL,Iga Swiatek,20200928,216347,19.3,6-3 6-1,QF,78.0,roland garros-2020,2020,397996.6568769313,roland garros,2020
POL,Iga Swiatek,20200928,216347,19.3,6-2 6-1,SF,70.0,roland garros-2020,2020,624131.1210115514,roland garros,2020
POL,Iga Swiatek,20200928,216347,19.3,6-4 6-1,F,84.0,roland garros-2020,2020,1153285.7670865622,roland garros,2020
POL,Iga Swiatek,20210208,216347,19.6,6-1 6-3,R128,76.0,australian open-2021,2021,122431.73158848162,australian open,2021
POL,Iga Swiatek,20210208,216347,19.6,6-2 6-4,R64,80.0,australian open-2021,2021,185502.62361891157,australian open,2021
POL,Iga Swiatek,20210208,216347,19.6,6-4 6-3,R32,84.0,australian open-2021,2021,268978.80424742174,australian open,2021
POL,Iga Swiatek,20210531,216347,20.0,6-0 7-5,R128,87.0,roland garros-2021,2021,72346.0232113755,roland garros,2021
POL,Iga Swiatek,20210531,216347,20.0,6-1 6-1,R64,61.0,roland garros-2021,2021,108519.03481706326,roland garros,2021
POL,Iga Swiatek,20210531,216347,20.0,7-6(4) 6-0,R32,82.0,roland garros-2021,2021,155822.2038398857,roland garros,2021
POL,Iga Swiatek,20210531,216347,20.0,6-3 6-4,R16,92.0,roland garros-2021,2021,245790.9762950578,roland garros,2021
POL,Iga Swiatek,20210628,216347,20.0,6-4 6-4,R128,76.0,wimbledon-2021,2021,61215.86579424081,wimbledon,2021
POL,Iga Swiatek,20210628,216347,20.0,6-1 6-3,R64,62.0,wimbledon-2021,2021,91823.79869136124,wimbledon,2021
POL,Iga Swiatek,20210628,216347,20.0,6-1 6-0,R32,55.0,wimbledon-2021,2021,140981.9939503728,wimbledon,2021
POL,Iga Swiatek,20210830,216347,20.2,6-3 6-4,R128,74.0,us open-2021,2021,102026.44299040137,us open,2021
POL,Iga Swiatek,20210830,216347,20.2,3-6 7-6(3) 6-0,R64,123.0,us open-2021,2021,142837.0201865619,us open,2021
POL,Iga Swiatek,20210830,216347,20.2,6-3 4-6 6-3,R32,137.0,us open-2021,2021,219820.60898841015,us open,2021
POL,Iga Swiatek,20220117,216347,20.6,6-3 6-0,R128,72.0,australian open-2022,2022,125541.49757082907,australian open,2022
POL,Iga Swiatek,20220117,216347,20.6,6-2 6-2,R64,77.0,australian open-2022,2022,190214.39025883196,australian open,2022
POL,Iga Swiatek,20220117,216347,20.6,6-2 6-3,R32,95.0,australian open-2022,2022,275810.8658753063,australian open,2022
POL,Iga Swiatek,20220117,216347,20.6,5-7 6-3 6-3,R16,147.0,australian open-2022,2022,399450.2195435471,australian open,2022
POL,Iga Swiatek,20220117,216347,20.6,4-6 7-6(2) 6-3,QF,181.0,australian open-2022,2022,632462.8476106161,australian open,2022
POL,Iga Swiatek,20220523,216347,20.9,6-2 6-0,R128,,roland garros-2022,2022,74183.61220094445,roland garros,2022
POL,Iga Swiatek,20220523,216347,20.9,6-0 6-2,R64,,roland garros-2022,2022,111275.41830141668,roland garros,2022
POL,Iga Swiatek,20220523,216347,20.9,6-3 7-5,R32,,roland garros-2022,2022,159780.08781741883,roland garros,2022
POL,Iga Swiatek,20220523,216347,20.9,6-7(5) 6-0 6-2,R16,,roland garros-2022,2022,252034.06709295232,roland garros,2022
POL,Iga Swiatek,20220523,216347,20.9,6-3 6-2,QF,,roland garros-2022,2022,418471.65856943023,roland garros,2022
POL,Iga Swiatek,20220523,216347,20.9,6-2 6-1,SF,,roland garros-2022,2022,656239.6463929701,roland garros,2022
POL,Iga Swiatek,20220523,216347,20.9,6-1 6-3,F,,roland garros-2022,2022,1212616.7379000536,roland garros,2022
POL,Iga Swiatek,20220627,216347,21.0,6-0 6-3,R128,75.0,wimbledon-2022,2022,62770.74878541454,wimbledon,2022
POL,Iga Swiatek,20220627,216347,21.0,6-4 4-6 6-3,R64,124.0,wimbledon-2022,2022,94156.1231781218,wimbledon,2022
POL,Iga Swiatek,20220829,216347,21.2,6-3 6-0,R128,67.0,us open-2022,2022,104617.91464235756,us open,2022
POL,Iga Swiatek,20220829,216347,21.2,6-3 6-2,R64,74.0,us open-2022,2022,146465.0804993006,us open,2022
POL,Iga Swiatek,20220829,216347,21.2,6-3 6-4,R32,119.0,us open-2022,2022,225404.05245671584,us open,2022
POL,Iga Swiatek,20220829,216347,21.2,2-6 6-4 6-0,R16,143.0,us open-2022,2022,380428.7805176639,us open,2022
POL,Iga Swiatek,20220829,216347,21.2,6-3 7-6(4),QF,113.0,us open-2022,2022,627707.4878541454,us open,2022
POL,Iga Swiatek,20220829,216347,21.2,3-6 6-1 6-4,SF,131.0,us open-2022,2022,1198350.6586306412,us open,2022
POL,Iga Swiatek,20220829,216347,21.2,6-2 7-6(5),F,111.0,us open-2022,2022,2377679.8782353997,us open,2022
POL,Iga Swiatek,20230116,216347,21.6,6-4 7-5,R128,119.0,australian open-2023,2023,128730.25160912811,australian open,2023
POL,Iga Swiatek,20230116,216347,21.6,6-2 6-3,R64,84.0,australian open-2023,2023,195045.83577140627,australian open,2023
POL,Iga Swiatek,20230116,216347,21.6,6-0 6-1,R32,55.0,australian open-2023,2023,282816.4618685391,australian open,2023
POL,Iga Swiatek,20230529,216347,21.9,6-4 6-0,R128,74.0,roland garros-2023,2023,76067.87595084844,roland garros,2023
POL,Iga Swiatek,20230529,216347,21.9,6-4 6-0,R64,90.0,roland garros-2023,2023,114101.81392627266,roland garros,2023
POL,Iga Swiatek,20230529,216347,21.9,6-0 6-0,R32,51.0,roland garros-2023,2023,163838.50204798125,roland garros,2023
POL,Iga Swiatek,20230529,216347,21.9,5-1 RET,R16,66.0,roland garros-2023,2023,258435.7323971133,roland garros,2023
POL,Iga Swiatek,20230529,216347,21.9,6-4 6-2,QF,89.0,roland garros-2023,2023,429100.8386970938,roland garros,2023
POL,Iga Swiatek,20230529,216347,21.9,6-2 7-6(7),SF,130.0,roland garros-2023,2023,672908.1334113516,roland garros,2023
POL,Iga Swiatek,20230529,216347,21.9,6-2 5-7 6-4,F,167.0,roland garros-2023,2023,1243417.2030427149,roland garros,2023
POL,Iga Swiatek,20230703,216347,22.0,6-1 6-3,R128,81.0,wimbledon-2023,2023,64365.125804564064,wimbledon,2023
POL,Iga Swiatek,20230703,216347,22.0,6-2 6-0,R64,70.0,wimbledon-2023,2023,96547.68870684612,wimbledon,2023
POL,Iga Swiatek,20230703,216347,22.0,6-2 7-5,R32,103.0,wimbledon-2023,2023,148234.83518626876,wimbledon,2023
POL,Iga Swiatek,20230703,216347,22.0,6-7(4) 7-6(2) 6-3,R16,183.0,wimbledon-2023,2023,234055.00292568756,wimbledon,2023
POL,Iga Swiatek,20230828,216347,22.2,6-0 6-1,R128,58.0,us open-2023,2023,107275.20967427344,us open,2023
POL,Iga Swiatek,20230828,216347,22.2,6-3 6-4,R64,94.0,us open-2023,2023,150185.2935439828,us open,2023
POL,Iga Swiatek,20230828,216347,22.2,6-0 6-1,R32,49.0,us open-2023,2023,231129.3153891164,us open,2023
POL,Iga Swiatek,20240115,216347,22.6,7-6(2) 6-2,R128,111.0,australian open-2024,2024,132000.0,australian open,2024
POL,Iga Swiatek,20240115,216347,22.6,6-4 3-6 6-4,R64,194.0,australian open-2024,2024,200000.0,australian open,2024
POL,Iga Swiatek,20240527,216347,22.9,6-1 6-2,R128,,roland garros-2024,2024,78000.0,roland garros,2024
POL,Iga Swiatek,20240527,216347,22.9,7-6(1) 1-6 7-5,R64,,roland garros-2024,2024,117000.0,roland garros,2024
POL,Iga Swiatek,20240527,216347,22.9,6-4 6-2,R32,,roland garros-2024,2024,168000.0,roland garros,2024
POL,Iga Swiatek,20240527,216347,22.9,6-0 6-0,R16,,roland garros-2024,2024,265000.0,roland garros,2024
POL,Iga Swiatek,20240527,216347,22.9,6-0 6-2,QF,,roland garros-2024,2024,440000.0,roland garros,2024
POL,Iga Swiatek,20240527,216347,22.9,6-2 6-4,SF,,roland garros-2024,2024,690000.0,roland garros,2024
POL,Iga Swiatek,20240527,216347,22.9,6-2 6-1,F,,roland garros-2024,2024,1275000.0,roland garros,2024
POL,Iga Swiatek,20240701,216347,23.0,6-3 6-4,R128,79.0,wimbledon-2024,2024,66000.0,wimbledon,2024
POL,Iga Swiatek,20240701,216347,23.0,6-4 6-3,R64,83.0,wimbledon-2024,2024,99000.0,wimbledon,2024
POL,Iga Swiatek,20240826,216347,23.2,6-4 7-6(6),R128,112.0,us open-2024,2024,110000.0,us open,2024
POL,Iga Swiatek,20240826,216347,23.2,6-0 6-1,R64,65.0,us open-2024,2024,154000.0,us open,2024
POL,Iga Swiatek,20240826,216347,23.2,6-4 6-2,R32,92.0,us open-2024,2024,237000.0,us open,2024
POL,Iga Swiatek,20240826,216347,23.2,6-4 6-1,R16,90.0,us open-2024,2024,400000.0,us open,2024
CHN,Qinwen Zheng,20220117,221012,19.2,6-3 1-6 7-6(5),R128,147.0,australian open-2022,2022,125541.49757082907,australian open,2022
CHN,Qinwen Zheng,20220523,221012,19.6,6-3 6-1,R128,,roland garros-2022,2022,74183.61220094445,roland garros,2022
CHN,Qinwen Zheng,20220523,221012,19.6,2-6 6-2 6-1,R64,,roland garros-2022,2022,111275.41830141668,roland garros,2022
CHN,Qinwen Zheng,20220523,221012,19.6,6-0 3-0 RET,R32,,roland garros-2022,2022,159780.08781741883,roland garros,2022
CHN,Qinwen Zheng,20220627,221012,19.7,7-6(1) 7-5,R128,103.0,wimbledon-2022,2022,62770.74878541454,wimbledon,2022
CHN,Qinwen Zheng,20220627,221012,19.7,6-4 6-1,R64,75.0,wimbledon-2022,2022,94156.1231781218,wimbledon,2022
CHN,Qinwen Zheng,20220829,221012,19.8,6-3 3-6 6-4,R128,120.0,us open-2022,2022,104617.91464235756,us open,2022
CHN,Qinwen Zheng,20220829,221012,19.8,7-6(4) 7-6(3),R64,109.0,us open-2022,2022,146465.0804993006,us open,2022
CHN,Qinwen Zheng,20230116,221012,20.2,6-0 6-2,R128,56.0,australian open-2023,2023,128730.25160912811,australian open,2023
CHN,Qinwen Zheng,20230529,221012,20.6,6-3 6-1,R128,75.0,roland garros-2023,2023,76067.87595084844,roland garros,2023
CHN,Qinwen Zheng,20230828,221012,20.8,6-1 6-0,R128,63.0,us open-2023,2023,107275.20967427344,us open,2023
CHN,Qinwen Zheng,20230828,221012,20.8,6-2 3-6 6-2,R64,118.0,us open-2023,2023,150185.2935439828,us open,2023
CHN,Qinwen Zheng,20230828,221012,20.8,6-3 4-6 6-4,R32,160.0,us open-2023,2023,231129.3153891164,us open,2023
CHN,Qinwen Zheng,20230828,221012,20.8,6-2 6-4,R16,82.0,us open-2023,2023,390091.67154281255,us open,2023
CHN,Qinwen Zheng,20240115,221012,21.2,3-6 6-2 6-3,R128,138.0,australian open-2024,2024,132000.0,australian open,2024
CHN,Qinwen Zheng,20240115,221012,21.2,6-3 6-3,R64,95.0,australian open-2024,2024,200000.0,australian open,2024
CHN,Qinwen Zheng,20240115,221012,21.2,6-4 2-6 7-6(8),R32,160.0,australian open-2024,2024,290000.0,australian open,2024
CHN,Qinwen Zheng,20240115,221012,21.2,6-0 6-3,R16,59.0,australian open-2024,2024,420000.0,australian open,2024
CHN,Qinwen Zheng,20240115,221012,21.2,6-7(4) 6-3 6-1,QF,140.0,australian open-2024,2024,665000.0,australian open,2024
CHN,Qinwen Zheng,20240115,221012,21.2,6-4 6-4,SF,102.0,australian open-2024,2024,1100000.0,australian open,2024
CHN,Qinwen Zheng,20240527,221012,21.6,6-2 6-1,R128,,roland garros-2024,2024,78000.0,roland garros,2024
CHN,Qinwen Zheng,20240527,221012,21.6,6-2 6-2,R64,,roland garros-2024,2024,117000.0,roland garros,2024
CHN,Qinwen Zheng,20240826,221012,21.8,4-6 6-4 6-2,R128,140.0,us open-2024,2024,110000.0,us open,2024
CHN,Qinwen Zheng,20240826,221012,21.8,6-7(3) 6-1 6-2,R64,148.0,us open-2024,2024,154000.0,us open,2024
CHN,Qinwen Zheng,20240826,221012,21.8,6-2 6-1,R32,81.0,us open-2024,2024,237000.0,us open,2024
CHN,Qinwen Zheng,20240826,221012,21.8,7-6(2) 4-6 6-2,R16,170.0,us open-2024,2024,400000.0,us open,2024
USA,Coco Gauff,20190701,221103,15.2,6-4 6-4,R128,79.0,wimbledon-2019,2019,58220.69293109001,wimbledon,2019
USA,Coco Gauff,20190701,221103,15.2,6-3 6-3,R64,69.0,wimbledon-2019,2019,87331.03939663501,wimbledon,2019
USA,Coco Gauff,20190701,221103,15.2,3-6 7-6(7) 7-5,R32,167.0,wimbledon-2019,2019,134084.02008372243,wimbledon,2019
USA,Coco Gauff,20190826,221103,15.4,3-6 6-2 6-4,R128,121.0,us open-2019,2019,97034.48821848334,us open,2019
USA,Coco Gauff,20190826,221103,15.4,6-2 4-6 6-4,R64,142.0,us open-2019,2019,135848.2835058767,us open,2019
USA,Coco Gauff,20200120,221103,15.8,7-6(5) 6-3,R128,97.0,australian open-2020,2020,119398.99706307938,australian open,2020
