,ioc,full_name,tourney_date,winner_id,winner_age,score,round,minutes,tourney key,year
270,BLR,Aryna Sabalenka,20240115,214544,25.6,6-0 6-1,R128,53.0,australian open-2024,2024
271,BLR,Aryna Sabalenka,20240115,214544,25.6,6-3 6-2,R64,67.0,australian open-2024,2024
272,BLR,Aryna Sabalenka,20240115,214544,25.6,6-0 6-0,R32,52.0,australian open-2024,2024
273,BLR,Aryna Sabalenka,20240115,214544,25.6,6-3 6-2,R16,70.0,australian open-2024,2024
274,BLR,Aryna Sabalenka,20240115,214544,25.6,6-2 6-3,QF,71.0,australian open-2024,2024
275,BLR,Aryna Sabalenka,20240115,214544,25.6,7-6(2) 6-4,SF,102.0,australian open-2024,2024
276,BLR,Aryna Sabalenka,20240115,214544,25.6,6-3 6-2,F,76.0,australian open-2024,2024
277,BLR,Aryna Sabalenka,20240527,214544,26.0,6-1 6-2,R128,,roland garros-2024,2024
278,BLR,Aryna Sabalenka,20240527,214544,26.0,6-2 6-2,R64,,roland garros-2024,2024
279,BLR,Aryna Sabalenka,20240527,214544,26.0,7-5 6-1,R32,,roland garros-2024,2024
280,BLR,Aryna Sabalenka,20240527,214544,26.0,6-2 6-3,R16,,roland garros-2024,2024
281,BLR,Aryna Sabalenka,20240826,214544,26.3,6-3 6-3,R128,79.0,us open-2024,2024
282,BLR,Aryna Sabalenka,20240826,214544,26.3,6-3 6-1,R64,61.0,us open-2024,2024
283,BLR,Aryna Sabalenka,20240826,214544,26.3,2-6 6-1 6-2,R32,100.0,us open-2024,2024
284,BLR,Aryna Sabalenka,20240826,214544,26.3,6-2 6-4,R16,97.0,us open-2024,2024
285,BLR,Aryna Sabalenka,20240826,214544,26.3,6-1 6-2,QF,73.0,us open-2024,2024
286,BLR,Aryna Sabalenka,20240826,214544,26.3,6-3 7-6(2),SF,90.0,us open-2024,2024
287,BLR,Aryna Sabalenka,20240826,214544,26.3,7-5 7-5,F,113.0,us open-2024,2024
288,USA,Amanda Anisimova,20190527,216153,17.7,6-3 6-1,R128,56.0,roland garros-2019,2019
289,USA,Amanda Anisimova,20190527,216153,17.7,6-4 6-2,R64,74.0,roland garros-2019,2019
290,USA,Amanda Anisimova,20190527,216153,17.7,7-6(6) 6-4,R32,101.0,roland garros-2019,2019
291,USA,Amanda Anisimova,20190527,216153,17.7,6-3 6-0,R16,69.0,roland garros-2019,2019
292,USA,Amanda Anisimova,20190527,216153,17.7,6-2 6-4,QF,68.0,roland garros-2019,2019
293,USA,Amanda Anisimova,20190701,216153,17.8,6-3 6-3,R128,86.0,wimbledon-2019,2019
294,USA,Amanda Anisimova,20190114,216153,17.3,7-6(3) 6-4,R128,98.0,australian open-2019,2019
295,USA,Amanda Anisimova,20190114,216153,17.3,6-0 6-2,R64,54.0,australian open-2019,2019
296,USA,Amanda Anisimova,20190114,216153,17.3,6-3 6-2,R32,65.0,australian open-2019,2019
297,USA,Amanda Anisimova,20200831,216153,19.0,7-5 7-5,R128,87.0,us open-2020,2020
298,USA,Amanda Anisimova,20200831,216153,19.0,4-6 6-4 6-1,R64,116.0,us open-2020,2020
299,USA,Amanda Anisimova,20200928,216153,19.0,6-2 6-0,R128,59.0,roland garros-2020,2020
300,USA,Amanda Anisimova,20200928,216153,19.0,6-2 6-0,R64,57.0,roland garros-2020,2020
301,USA,Amanda Anisimova,20210830,216153,19.9,7-5 6-2,R128,66.0,us open-2021,2021
302,USA,Amanda Anisimova,20220117,216153,20.3,2-6 6-4 6-3,R128,104.0,australian open-2022,2022
303,USA,Amanda Anisimova,20220117,216153,20.3,6-2 7-5,R64,88.0,australian open-2022,2022
304,USA,Amanda Anisimova,20220117,216153,20.3,4-6 6-3 7-6(5),R32,135.0,australian open-2022,2022
305,USA,Amanda Anisimova,20220523,216153,20.7,7-5 6-4,R128,,roland garros-2022,2022
306,USA,Amanda Anisimova,20220523,216153,20.7,6-4 6-1,R64,,roland garros-2022,2022
307,USA,Amanda Anisimova,20220523,216153,20.7,6-7(7) 6-2 3-0 RET,R32,,roland garros-2022,2022
308,USA,Amanda Anisimova,20220627,216153,20.8,6-3 6-4,R128,65.0,wimbledon-2022,2022
309,USA,Amanda Anisimova,20220627,216153,20.8,2-6 6-3 6-4,R64,97.0,wimbledon-2022,2022
310,USA,Amanda Anisimova,20220627,216153,20.8,6-7(4) 6-2 6-1,R32,127.0,wimbledon-2022,2022
311,USA,Amanda Anisimova,20220627,216153,20.8,6-2 6-3,R16,74.0,wimbledon-2022,2022
312,USA,Amanda Anisimova,20240115,216153,22.3,6-3 6-4,R128,84.0,australian open-2024,2024
313,USA,Amanda Anisimova,20240115,216153,22.3,6-2 6-3,R64,64.0,australian open-2024,2024
314,USA,Amanda Anisimova,20240115,216153,22.3,7-5 6-4,R32,88.0,australian open-2024,2024
315,USA,Amanda Anisimova,20240527,216153,22.7,7-6(6) 6-4,R128,,roland garros-2024,2024
316,POL,Iga Swiatek,20190527,216347,17.9,6-3 6-0,R128,59.0,roland garros-2019,2019
317,POL,Iga Swiatek,20190527,216347,17.9,6-3 6-0,R64,53.0,roland garros-2019,2019
318,POL,Iga Swiatek,20190527,216347,17.9,0-6 6-3 6-3,R32,108.0,roland garros-2019,2019
319,POL,Iga Swiatek,20190826,216347,18.2,6-0 6-1,R128,51.0,us open-2019,2019
320,POL,Iga Swiatek,20190114,216347,17.6,6-3 3-6 6-4,R128,122.0,australian open-2019,2019
321,POL,Iga Swiatek,20200120,216347,18.6,6-3 6-2,R128,67.0,australian open-2020,2020
322,POL,Iga Swiatek,20200120,216347,18.6,6-3 7-5,R64,88.0,australian open-2020,2020
323,POL,Iga Swiatek,20200120,216347,18.6,7-5 6-3,R32,104.0,australian open-2020,2020
324,POL,Iga Swiatek,20200831,216347,19.2,6-3 6-3,R128,92.0,us open-2020,2020
325,POL,Iga Swiatek,20200831,216347,19.2,6-7(5) 6-3 6-4,R64,148.0,us open-2020,2020
326,POL,Iga Swiatek,20200928,216347,19.3,6-1 6-2,R128,63.0,roland garros-2020,2020
327,POL,Iga Swiatek,20200928,216347,19.3,6-1 6-4,R64,67.0,roland garros-2020,2020
328,POL,Iga Swiatek,20200928,216347,19.3,6-3 6-2,R32,74.0,roland garros-2020,2020
329,POL,Iga Swiatek,20200928,216347,19.3,6-1 6-2,R16,68.0,roland garros-2020,2020
330,POL,Iga Swiatek,20200928,216347,19.3,6-3 6-1,QF,78.0,roland garros-2020,2020
331,POL,Iga Swiatek,20200928,216347,19.3,6-2 6-1,SF,70.0,roland garros-2020,2020
332,POL,Iga Swiatek,20200928,216347,19.3,6-4 6-1,F,84.0,roland garros-2020,2020
333,POL,Iga Swiatek,20210208,216347,19.6,6-1 6-3,R128,76.0,australian open-2021,2021
334,POL,Iga Swiatek,20210208,216347,19.6,6-2 6-4,R64,80.0,australian open-2021,2021
335,POL,Iga Swiatek,20210208,216347,19.6,6-4 6-3,R32,84.0,australian open-2021,2021
336,POL,Iga Swiatek,20210531,216347,20.0,6-0 7-5,R128,87.0,roland garros-2021,2021
337,POL,Iga Swiatek,20210531,216347,20.0,6-1 6-1,R64,61.0,roland garros-2021,2021
338,POL,Iga Swiatek,20210531,216347,20.0,7-6(4) 6-0,R32,82.0,roland garros-2021,2021
339,POL,Iga Swiatek,20210531,216347,20.0,6-3 6-4,R16,92.0,roland garros-2021,2021
340,POL,Iga Swiatek,20210628,216347,20.0,6-4 6-4,R128,76.0,wimbledon-2021,2021
341,POL,Iga Swiatek,20210628,216347,20.0,6-1 6-3,R64,62.0,wimbledon-2021,2021
342,POL,Iga Swiatek,20210628,216347,20.0,6-1 6-0,R32,55.0,wimbledon-2021,2021
343,POL,Iga Swiatek,20210830,216347,20.2,6-3 6-4,R128,74.0,us open-2021,2021
344,POL,Iga Swiatek,20210830,216347,20.2,3-6 7-6(3) 6-0,R64,123.0,us open-2021,2021
345,POL,Iga Swiatek,20210830,216347,20.2,6-3 4-6 6-3,R32,137.0,us open-2021,2021
346,POL,Iga Swiatek,20220117,216347,20.6,6-3 6-0,R128,72.0,australian open-2022,2022
347,POL,Iga Swiatek,20220117,216347,20.6,6-2 6-2,R64,77.0,australian open-2022,2022
348,POL,Iga Swiatek,20220117,216347,20.6,6-2 6-3,R32,95.0,australian open-2022,2022
349,POL,Iga Swiatek,20220117,216347,20.6,5-7 6-3 6-3,R16,147.0,australian open-2022,2022
350,POL,Iga Swiatek,20220117,216347,20.6,4-6 7-6(2) 6-3,QF,181.0,australian open-2022,2022
351,POL,Iga Swiatek,20220523,216347,20.9,6-2 6-0,R128,,roland garros-2022,2022
352,POL,Iga Swiatek,20220523,216347,20.9,6-0 6-2,R64,,roland garros-2022,2022
353,POL,Iga Swiatek,20220523,216347,20.9,6-3 7-5,R32,,roland garros-2022,2022
354,POL,Iga Swiatek,20220523,216347,20.9,6-7(5) 6-0 6-2,R16,,roland garros-2022,2022
355,POL,Iga Swiatek,20220523,216347,20.9,6-3 6-2,QF,,roland garros-2022,2022
356,POL,Iga Swiatek,20220523,216347,20.9,6-2 6-1,SF,,roland garros-2022,2022
357,POL,Iga Swiatek,20220523,216347,20.9,6-1 6-3,F,,roland garros-2022,2022
358,POL,Iga Swiatek,20220627,216347,21.0,6-0 6-3,R128,75.0,wimbledon-2022,2022
359,POL,Iga Swiatek,20220627,216347,21.0,6-4 4-6 6-3,R64,124.0,wimbledon-2022,2022
360,POL,Iga Swiatek,20220829,216347,21.2,6-3 6-0,R128,67.0,us open-2022,2022
361,POL,Iga Swiatek,20220829,216347,21.2,6-3 6-2,R64,74.0,us open-2022,2022
362,POL,Iga Swiatek,20220829,216347,21.2,6-3 6-4,R32,119.0,us open-2022,2022
363,POL,Iga Swiatek,20220829,216347,21.2,2-6 6-4 6-0,R16,143.0,us open-2022,2022
364,POL,Iga Swiatek,20220829,216347,21.2,6-3 7-6(4),QF,113.0,us open-2022,2022
365,POL,Iga Swiatek,20220829,216347,21.2,3-6 6-1 6-4,SF,131.0,us open-2022,2022
366,POL,Iga Swiatek,20220829,216347,21.2,6-2 7-6(5),F,111.0,us open-2022,2022
367,POL,Iga Swiatek,20230116,216347,21.6,6-4 7-5,R128,119.0,australian open-2023,2023
368,POL,Iga Swiatek,20230116,216347,21.6,6-2 6-3,R64,84.0,australian open-2023,2023
369,POL,Iga Swiatek,20230116,216347,21.6,6-0 6-1,R32,55.0,australian open-2023,2023
370,POL,Iga Swiatek,20230529,216347,21.9,6-4 6-0,R128,74.0,roland garros-2023,2023
371,POL,Iga Swiatek,20230529,216347,21.9,6-4 6-0,R64,90.0,roland garros-2023,2023
372,POL,Iga Swiatek,20230529,216347,21.9,6-0 6-0,R32,51.0,roland garros-2023,2023
373,POL,Iga Swiatek,20230529,216347,21.9,5-1 RET,R16,66.0,roland garros-2023,2023
374,POL,Iga Swiatek,20230529,216347,21.9,6-4 6-2,QF,89.0,roland garros-2023,2023
375,POL,Iga Swiatek,20230529,216347,21.9,6-2 7-6(7),SF,130.0,roland garros-2023,2023
376,POL,Iga Swiatek,20230529,216347,21.9,6-2 5-7 6-4,F,167.0,roland garros-2023,2023
377,POL,Iga Swiatek,20230703,216347,22.0,6-1 6-3,R128,81.0,wimbledon-2023,2023
378,POL,Iga Swiatek,20230703,216347,22.0,6-2 6-0,R64,70.0,wimbledon-2023,2023
379,POL,Iga Swiatek,20230703,216347,22.0,6-2 7-5,R32,103.0,wimbledon-2023,2023
380,POL,Iga Swiatek,20230703,216347,22.0,6-7(4) 7-6(2) 6-3,R16,183.0,wimbledon-2023,2023
381,POL,Iga Swiatek,20230828,216347,22.2,6-0 6-1,R128,58.0,us open-2023,2023
382,POL,Iga Swiatek,20230828,216347,22.2,6-3 6-4,R64,94.0,us open-2023,2023
383,POL,Iga Swiatek,20230828,216347,22.2,6-0 6-1,R32,49.0,us open-2023,2023
384,POL,Iga Swiatek,20240115,216347,22.6,7-6(2) 6-2,R128,111.0,australian open-2024,2024
385,POL,Iga Swiatek,20240115,216347,22.6,6-4 3-6 6-4,R64,194.0,australian open-2024,2024
386,POL,Iga Swiatek,20240527,216347,22.9,6-1 6-2,R128,,roland garros-2024,2024
387,POL,Iga Swiatek,20240527,216347,22.9,7-6(1) 1-6 7-5,R64,,roland garros-2024,2024
388,POL,Iga Swiatek,20240527,216347,22.9,6-4 6-2,R32,,roland garros-2024,2024
389,POL,Iga Swiatek,20240527,216347,22.9,6-0 6-0,R16,,roland garros-2024,2024
390,POL,Iga Swiatek,20240527,216347,22.9,6-0 6-2,QF,,roland garros-2024,2024
391,POL,Iga Swiatek,20240527,216347,22.9,6-2 6-4,SF,,roland garros-2024,2024
392,POL,Iga Swiatek,20240527,216347,22.9,6-2 6-1,F,,roland garros-2024,2024
393,POL,Iga Swiatek,20240701,216347,23.0,6-3 6-4,R128,79.0,wimbledon-2024,2024
394,POL,Iga Swiatek,20240701,216347,23.0,6-4 6-3,R64,83.0,wimbledon-2024,2024
395,POL,Iga Swiatek,20240826,216347,23.2,6-4 7-6(6),R128,112.0,us open-2024,2024
396,POL,Iga Swiatek,20240826,216347,23.2,6-0 6-1,R64,65.0,us open-2024,2024
397,POL,Iga Swiatek,20240826,216347,23.2,6-4 6-2,R32,92.0,us open-2024,2024
398,POL,Iga Swiatek,20240826,216347,23.2,6-4 6-1,R16,90.0,us open-2024,2024
399,CHN,Qinwen Zheng,20220117,221012,19.2,6-3 1-6 7-6(5),R128,147.0,australian open-2022,2022
400,CHN,Qinwen Zheng,20220523,221012,19.6,6-3 6-1,R128,,roland garros-2022,2022
401,CHN,Qinwen Zheng,20220523,221012,19.6,2-6 6-2 6-1,R64,,roland garros-2022,2022
402,CHN,Qinwen Zheng,20220523,221012,19.6,6-0 3-0 RET,R32,,roland garros-2022,2022
403,CHN,Qinwen Zheng,20220627,221012,19.7,7-6(1) 7-5,R128,103.0,wimbledon-2022,2022
404,CHN,Qinwen Zheng,20220627,221012,19.7,6-4 6-1,R64,75.0,wimbledon-2022,2022
405,CHN,Qinwen Zheng,20220829,221012,19.8,6-3 3-6 6-4,R128,120.0,us open-2022,2022
406,CHN,Qinwen Zheng,20220829,221012,19.8,7-6(4) 7-6(3),R64,109.0,us open-2022,2022
407,CHN,Qinwen Zheng,20230116,221012,20.2,6-0 6-2,R128,56.0,australian open-2023,2023
408,CHN,Qinwen Zheng,20230529,221012,20.6,6-3 6-1,R128,75.0,roland garros-2023,2023
409,CHN,Qinwen Zheng,20230828,221012,20.8,6-1 6-0,R128,63.0,us open-2023,2023
410,CHN,Qinwen Zheng,20230828,221012,20.8,6-2 3-6 6-2,R64,118.0,us open-2023,2023
411,CHN,Qinwen Zheng,20230828,221012,20.8,6-3 4-6 6-4,R32,160.0,us open-2023,2023
412,CHN,Qinwen Zheng,20230828,221012,20.8,6-2 6-4,R16,82.0,us open-2023,2023
413,CHN,Qinwen Zheng,20240115,221012,21.2,3-6 6-2 6-3,R128,138.0,australian open-2024,2024
414,CHN,Qinwen Zheng,20240115,221012,21.2,6-3 6-3,R64,95.0,australian open-2024,2024
415,CHN,Qinwen Zheng,20240115,221012,21.2,6-4 2-6 7-6(8),R32,160.0,australian open-2024,2024
416,CHN,Qinwen Zheng,20240115,221012,21.2,6-0 6-3,R16,59.0,australian open-2024,2024
417,CHN,Qinwen Zheng,20240115,221012,21.2,6-7(4) 6-3 6-1,QF,140.0,australian open-2024,2024
418,CHN,Qinwen Zheng,20240115,221012,21.2,6-4 6-4,SF,102.0,australian open-2024,2024
419,CHN,Qinwen Zheng,20240527,221012,21.6,6-2 6-1,R128,,roland garros-2024,2024
420,CHN,Qinwen Zheng,20240527,221012,21.6,6-2 6-2,R64,,roland garros-2024,2024
421,CHN,Qinwen Zheng,20240826,221012,21.8,4-6 6-4 6-2,R128,140.0,us open-2024,2024
422,CHN,Qinwen Zheng,20240826,221012,21.8,6-7(3) 6-1 6-2,R64,148.0,us open-2024,2024
423,CHN,Qinwen Zheng,20240826,221012,21.8,6-2 6-1,R32,81.0,us open-2024,2024
424,CHN,Qinwen Zheng,20240826,221012,21.8,7-6(2) 4-6 6-2,R16,170.0,us open-2024,2024
425,USA,Coco Gauff,20190701,221103,15.2,6-4 6-4,R128,79.0,wimbledon-2019,2019
426,USA,Coco Gauff,20190701,221103,15.2,6-3 6-3,R64,69.0,wimbledon-2019,2019
427,USA,Coco Gauff,20190701,221103,15.2,3-6 7-6(7) 7-5,R32,167.0,wimbledon-2019,2019
428,USA,Coco Gauff,20190826,221103,15.4,3-6 6-2 6-4,R128,121.0,us open-2019,2019
429,USA,Coco Gauff,20190826,221103,15.4,6-2 4-6 6-4,R64,142.0,us open-2019,2019
430,USA,Coco Gauff,20200120,221103,15.8,7-6(5) 6-3,R128,97.0,australian open-2020,2020
431,USA,Coco Gauff,20200120,221103,15.8,4-6 6-3 7-5,R64,126.0,australian open-2020,2020
432,USA,Coco Gauff,20200120,221103,15.8,6-3 6-4,R32,67.0,australian open-2020,2020
433,USA,Coco Gauff,20200928,221103,16.5,6-3 6-3,R128,101.0,roland garros-2020,2020
434,USA,Coco Gauff,20210208,221103,16.9,6-3 6-2,R128,57.0,australian open-2021,2021
435,USA,Coco Gauff,20210531,221103,17.2,7-6(11) 6-4,R128,127.0,roland garros-2021,2021
436,USA,Coco Gauff,20210531,221103,17.2,6-3 7-6(1),R64,94.0,roland garros-2021,2021
437,USA,Coco Gauff,20210531,221103,17.2,6-1 0-0 RET,R32,23.0,roland garros-2021,2021
438,USA,Coco Gauff,20210531,221103,17.2,6-3 6-1,R16,53.0,roland garros-2021,2021
439,USA,Coco Gauff,20210628,221103,17.2,7-5 6-4,R128,97.0,wimbledon-2021,2021
440,USA,Coco Gauff,20210628,221103,17.2,6-4 6-3,R64,71.0,wimbledon-2021,2021
441,USA,Coco Gauff,20210628,221103,17.2,6-3 6-3,R32,65.0,wimbledon-2021,2021
442,USA,Coco Gauff,20210830,221103,17.4,5-7 6-3 6-4,R128,154.0,us open-2021,2021
443,USA,Coco Gauff,20220523,221103,18.1,7-5 6-0,R128,,roland garros-2022,2022
444,USA,Coco Gauff,20220523,221103,18.1,6-1 7-6(4),R64,,roland garros-2022,2022
445,USA,Coco Gauff,20220523,221103,18.1,6-3 6-4,R32,,roland garros-2022,2022
446,USA,Coco Gauff,20220523,221103,18.1,6-4 6-0,R16,,roland garros-2022,2022
447,USA,Coco Gauff,20220523,221103,18.1,7-5 6-2,QF,,roland garros-2022,2022
448,USA,Coco Gauff,20220523,221103,18.1,6-3 6-1,SF,,roland garros-2022,2022
449,USA,Coco Gauff,20220627,221103,18.2,2-6 6-3 7-5,R128,149.0,wimbledon-2022,2022
450,USA,Coco Gauff,20220627,221103,18.2,6-2 6-3,R64,80.0,wimbledon-2022,2022
451,USA,Coco Gauff,20220829,221103,18.4,6-2 6-3,R128,80.0,us open-2022,2022
452,USA,Coco Gauff,20220829,221103,18.4,6-2 7-6(4),R64,96.0,us open-2022,2022
453,USA,Coco Gauff,20220829,221103,18.4,6-2 6-3,R32,71.0,us open-2022,2022
454,USA,Coco Gauff,20220829,221103,18.4,7-5 7-5,R16,116.0,us open-2022,2022
455,USA,Coco Gauff,20230116,221103,18.8,6-1 6-4,R128,75.0,australian open-2023,2023
456,USA,Coco Gauff,20230116,221103,18.8,6-3 7-6(4),R64,102.0,australian open-2023,2023
457,USA,Coco Gauff,20230116,221103,18.8,6-3 6-2,R32,94.0,australian open-2023,2023
458,USA,Coco Gauff,20230529,221103,19.2,3-6 6-1 6-2,R128,107.0,roland garros-2023,2023
459,USA,Coco Gauff,20230529,221103,19.2,6-2 6-3,R64,68.0,roland garros-2023,2023
460,USA,Coco Gauff,20230529,221103,19.2,6-7(5) 6-1 6-1,R32,123.0,roland garros-2023,2023
461,USA,Coco Gauff,20230529,221103,19.2,7-5 6-2,R16,92.0,roland garros-2023,2023
462,USA,Coco Gauff,20230828,221103,19.4,3-6 6-2 6-4,R128,171.0,us open-2023,2023
463,USA,Coco Gauff,20230828,221103,19.4,6-3 6-2,R64,76.0,us open-2023,2023
464,USA,Coco Gauff,20230828,221103,19.4,3-6 6-3 6-0,R32,124.0,us open-2023,2023
465,USA,Coco Gauff,20230828,221103,19.4,6-3 3-6 6-1,R16,120.0,us open-2023,2023
466,USA,Coco Gauff,20230828,221103,19.4,6-0 6-2,QF,68.0,us open-2023,2023
467,USA,Coco Gauff,20230828,221103,19.4,6-4 7-5,SF,123.0,us open-2023,2023
468,USA,Coco Gauff,20230828,221103,19.4,2-6 6-3 6-2,F,126.0,us open-2023,2023
469,USA,Coco Gauff,20240115,221103,19.8,6-3 6-0,R128,60.0,australian open-2024,2024
470,USA,Coco Gauff,20240115,221103,19.8,7-6(2) 6-2,R64,104.0,australian open-2024,2024
471,USA,Coco Gauff,20240115,221103,19.8,6-0 6-2,R32,61.0,australian open-2024,2024
472,USA,Coco Gauff,20240115,221103,19.8,6-1 6-2,R16,63.0,australian open-2024,2024
473,USA,Coco Gauff,20240115,221103,19.8,7-6(6) 6-7(3) 6-2,QF,188.0,australian open-2024,2024
474,USA,Coco Gauff,20240527,221103,20.2,6-1 6-1,R128,,roland garros-2024,2024
475,USA,Coco Gauff,20240527,221103,20.2,6-3 6-4,R64,,roland garros-2024,2024
476,USA,Coco Gauff,20240527,221103,20.2,6-2 6-4,R32,,roland garros-2024,2024
477,USA,Coco Gauff,20240527,221103,20.2,6-1 6-2,R16,,roland garros-2024,2024
478,USA,Coco Gauff,20240527,221103,20.2,4-6 6-2 6-3,QF,,roland garros-2024,2024
479,USA,Coco Gauff,20240701,221103,20.3,6-1 6-2,R128,65.0,wimbledon-2024,2024
480,USA,Coco Gauff,20240701,221103,20.3,6-2 6-1,R64,66.0,wimbledon-2024,2024
481,USA,Coco Gauff,20240701,221103,20.3,6-4 6-0,R32,62.0,wimbledon-2024,2024
482,USA,Coco Gauff,20240826,221103,20.4,6-2 6-0,R128,66.0,us open-2024,2024
483,USA,Coco Gauff,20240826,221103,20.4,6-4 6-0,R64,80.0,us open-2024,2024
484,USA,Coco Gauff,20240826,221103,20.4,3-6 6-3 6-3,R32,123.0,us open-2024,2024
485,RUS,Mirra Andreeva,20230529,259799,16.0,6-2 6-1,R128,57.0,roland garros-2023,2023
486,RUS,Mirra Andreeva,20230529,259799,16.0,6-1 6-2,R64,77.0,roland garros-2023,2023
487,RUS,Mirra Andreeva,20230703,259799,16.1,6-4 3-6 7-5,R128,145.0,wimbledon-2023,2023
488,RUS,Mirra Andreeva,20230703,259799,16.1,6-3 4-0 RET,R64,60.0,wimbledon-2023,2023
489,RUS,Mirra Andreeva,20230703,259799,16.1,6-2 7-5,R32,95.0,wimbledon-2023,2023
490,RUS,Mirra Andreeva,20230828,259799,16.3,1-6 6-3 6-4,R128,122.0,us open-2023,2023
491,RUS,Mirra Andreeva,20240115,259799,16.7,7-5 6-2,R128,78.0,australian open-2024,2024
492,RUS,Mirra Andreeva,20240115,259799,16.7,6-0 6-2,R64,54.0,australian open-2024,2024
493,RUS,Mirra Andreeva,20240115,259799,16.7,1-6 6-1 7-6(5),R32,143.0,australian open-2024,2024
494,RUS,Mirra Andreeva,20240527,259799,17.0,6-2 6-3,R128,,roland garros-2024,2024
495,RUS,Mirra Andreeva,20240527,259799,17.0,6-3 3-6 7-5,R64,,roland garros-2024,2024
496,RUS,Mirra Andreeva,20240527,259799,17.0,6-2 6-1,R32,,roland garros-2024,2024
497,RUS,Mirra Andreeva,20240527,259799,17.0,7-5 6-2,R16,,roland garros-2024,2024
498,RUS,Mirra Andreeva,20240527,259799,17.0,6-7(5) 6-4 6-4,QF,,roland garros-2024,2024
499,RUS,Mirra Andreeva,20240826,259799,17.3,6-2 7-6(4),R128,98.0,us open-2024,2024
